Name,Ability,Times Acquired,Acquisition Rate,Avg Price,Ability Per Price,Win Rate
Matthias Ginter,143.0,17110,0.0856,21833021.62,6.55e-06,0.2752
Wataru Endo,143.0,5824,0.0291,22404189.56,6.38e-06,0.2742
Leon Bailey,145.0,10950,0.0548,22252511.42,6.52e-06,0.2741
Evan N'Dicka,143.0,14374,0.0719,21719006.54,6.58e-06,0.2739
Leonardo Spinazzola,142.0,10761,0.0538,22087259.55,6.43e-06,0.2738
Giacomo Raspadori,145.0,13522,0.0676,22184883.89,6.54e-06,0.2722
Joe Willock,145.0,65952,0.3298,15734943.6,9.22e-06,0.2718
Denis Suárez,145.0,7936,0.0397,22363407.26,6.48e-06,0.2715
Sead Kolainac,142.0,14281,0.0714,22091800.29,6.43e-06,0.2715
Alessandro Buongiorno,143.0,10105,0.0505,22378822.37,6.39e-06,0.2714
António Silva,143.0,10123,0.0506,22228489.58,6.43e-06,0.2714
Victor Boniface,145.0,8983,0.0449,22319826.34,6.5e-06,0.2711
Alejandro Garnacho,144.0,11066,0.0553,22305891.92,6.46e-06,0.2709
Jason Steele,145.0,15165,0.0758,21170458.29,6.85e-06,0.2706
Riccardo Orsolini,145.0,10573,0.0529,22332450.58,6.49e-06,0.2702
Edin Deko,145.0,8996,0.045,22572921.3,6.42e-06,0.27
Nicolò Zaniolo,145.0,13421,0.0671,22190075.26,6.53e-06,0.2698
Dávid Hancko,142.0,14254,0.0713,22139259.16,6.41e-06,0.2697
Noa Lang,145.0,11001,0.055,22238705.57,6.52e-06,0.2697
Nordi Mukiele,142.0,17165,0.0858,21741042.82,6.53e-06,0.2687
João Mário,142.0,14408,0.072,21587173.79,6.58e-06,0.2685
Tyler Adams,142.0,15729,0.0786,21713586.37,6.54e-06,0.2678
Lazar Samardic,144.0,4670,0.0233,22355032.12,6.44e-06,0.2675
Igor Zubeldia,143.0,11526,0.0576,22388599.69,6.39e-06,0.2671
Richarlison,145.0,13255,0.0663,22339494.53,6.49e-06,0.2666
Yuri,140.0,11005,0.055,22030531.58,6.35e-06,0.266
Jonathan David,144.0,13319,0.0666,22278399.28,6.46e-06,0.2659
Patrik Schick,145.0,9128,0.0456,22473707.27,6.45e-06,0.2658
Levi Colwill,141.0,14462,0.0723,22086502.56,6.38e-06,0.2655
Victor Lindelöf,142.0,9979,0.0499,22472893.08,6.32e-06,0.2654
Rodrigo Riquelme,141.0,15246,0.0762,21977174.34,6.42e-06,0.265
Marc Roca,141.0,5735,0.0287,22399302.53,6.29e-06,0.2647
Mouctar Diakhaby,142.0,11599,0.058,22348995.6,6.35e-06,0.2645
Pierre Kalulu,142.0,17070,0.0853,21697363.8,6.54e-06,0.2641
Aaron Hickey,140.0,17963,0.0898,21471803.15,6.52e-06,0.2641
Nicolò Rovella,141.0,5833,0.0292,22629521.69,6.23e-06,0.2638
João Pedro,144.0,13470,0.0673,22322865.63,6.45e-06,0.2633
Séko Fofana,140.0,5706,0.0285,22518576.94,6.22e-06,0.2631
Donyell Malen,145.0,13432,0.0672,22396069.09,6.47e-06,0.263
Kang-In Lee,144.0,11375,0.0569,22539340.66,6.39e-06,0.2629
Bryan Mbeumo,144.0,13432,0.0672,22219029.18,6.48e-06,0.2628
Ousmane Diomande,142.0,9843,0.0492,22219648.48,6.39e-06,0.2627
Patric,142.0,9788,0.0489,22154168.37,6.41e-06,0.2624
Matheus Cunha,144.0,13496,0.0675,22459247.18,6.41e-06,0.2622
Denis Zakaria,142.0,5706,0.0285,22386435.33,6.34e-06,0.2608
Alexander Sørloth,143.0,9038,0.0452,22420004.43,6.38e-06,0.2607
Valentin Rongier,141.0,5839,0.0292,22322829.25,6.32e-06,0.2601
David De Gea,144.0,15243,0.0762,21150954.54,6.81e-06,0.2601
Davide Zappacosta,140.0,17882,0.0894,21651269.43,6.47e-06,0.2586
Facundo Medina,141.0,10103,0.0505,22279619.91,6.33e-06,0.2585
Tino Livramento,140.0,17864,0.0893,21591300.94,6.48e-06,0.2585
Héctor Bellerín,141.0,14584,0.0729,21712630.28,6.49e-06,0.2583
Íñigo Ruiz de Galarreta,140.0,5891,0.0295,22373620.78,6.26e-06,0.257
Tammy Abraham,143.0,8985,0.0449,22021368.95,6.49e-06,0.257
Arnaut Danjuma,143.0,11183,0.0559,22151301.08,6.46e-06,0.2569
Andrej Kramaric,143.0,10427,0.0521,22479428.41,6.36e-06,0.2568
Jorge Cuenca,141.0,9912,0.0496,22371670.7,6.3e-06,0.2568
Felix Nmecha,140.0,7752,0.0388,22103586.17,6.33e-06,0.2566
Ferdi Kadioglu,140.0,17979,0.0899,21736136.6,6.44e-06,0.2565
Mario Götze,142.0,4807,0.024,22548991.05,6.3e-06,0.2561
Gianluca Scamacca,143.0,9039,0.0452,22188405.8,6.44e-06,0.256
Dan Burn,140.0,14251,0.0713,22035506.28,6.35e-06,0.2555
Bradley Barcola,143.0,13367,0.0668,22213361.26,6.44e-06,0.2553
Borja Iglesias,144.0,9200,0.046,22545326.09,6.39e-06,0.2552
Florentino Luís,140.0,5932,0.0297,22419251.52,6.24e-06,0.2551
Álex Baena,143.0,11478,0.0574,22458093.74,6.37e-06,0.2547
Justin Bijlow,143.0,15243,0.0762,21225611.76,6.74e-06,0.2545
Scott McTominay,141.0,7685,0.0384,22450357.84,6.28e-06,0.2541
Federico Bernardeschi,140.0,19671,0.0984,21637435.82,6.47e-06,0.2536
Ross Barkley,141.0,7705,0.0385,22158468.53,6.36e-06,0.2531
Brennan Johnson,143.0,13666,0.0683,22343992.39,6.4e-06,0.253
Nicolò Fagioli,142.0,7710,0.0386,22380804.15,6.34e-06,0.252
Eljif Elmas,142.0,7967,0.0398,22172837.96,6.4e-06,0.2518
Emiliano Buendía,143.0,10914,0.0546,22258566.98,6.42e-06,0.2516
Ryan Gravenberch,141.0,7849,0.0392,22061409.1,6.39e-06,0.2511
Alexis Saelemaekers,140.0,17688,0.0884,21775723.65,6.43e-06,0.2511
Lucas Perri,142.0,15386,0.0769,21111010.01,6.73e-06,0.251
Sacha Boey,140.0,14506,0.0725,21572039.16,6.49e-06,0.2509
Carles Pérez,143.0,11553,0.0578,22387518.39,6.39e-06,0.2509
Deniz Undav,142.0,10304,0.0515,22109083.85,6.42e-06,0.2508
Kristoffer Ajer,140.0,11649,0.0582,22364666.49,6.26e-06,0.2506
Ben Davies,140.0,14336,0.0717,21995396.21,6.36e-06,0.2505
Robert Andrich,140.0,11588,0.0579,22170262.34,6.31e-06,0.2492
Matías Vecino,140.0,5797,0.029,22213041.23,6.3e-06,0.2489
Santi Comesaña,140.0,5801,0.029,22634373.38,6.19e-06,0.2488
Mathias Jensen,142.0,66160,0.3308,15722657.19,9.03e-06,0.2485
James Tarkowski,140.0,10047,0.0502,22329152.98,6.27e-06,0.2484
Vincenzo Grifo,142.0,7915,0.0396,22445735.94,6.33e-06,0.248
Nayef Aguerd,140.0,9980,0.0499,22285971.94,6.28e-06,0.248
Samuel Chukwueze,142.0,11037,0.0552,22256047.84,6.38e-06,0.2478
Ivan Ilic,140.0,7845,0.0392,22196303.38,6.31e-06,0.2478
Yeremy Pino,142.0,13679,0.0684,22482710.72,6.32e-06,0.2478
Alfred Duncan,140.0,5914,0.0296,22822962.46,6.13e-06,0.2477
Álvaro García,143.0,6501,0.0325,22303337.95,6.41e-06,0.2477
Luiz Felipe,140.0,9925,0.0496,22366347.61,6.26e-06,0.2476
Robert Sánchez,142.0,15412,0.0771,21037178.82,6.75e-06,0.2475
Mario Paalic,141.0,4776,0.0239,22539991.62,6.26e-06,0.2471
Giovani Lo Celso,140.0,9839,0.0492,22704848.05,6.17e-06,0.2468
Odilon Kossounou,140.0,16921,0.0846,21632468.53,6.47e-06,0.2466
David Soria,142.0,15345,0.0767,21009644.84,6.76e-06,0.2459
Edon Zhegrova,143.0,11336,0.0567,22049841.21,6.49e-06,0.2456
Javi Guerra,140.0,12030,0.0602,22237655.86,6.3e-06,0.2451
Renato Sanches,140.0,7849,0.0392,22176455.6,6.31e-06,0.2447
Dominic Solanke,141.0,8960,0.0448,22071428.57,6.39e-06,0.2445
Kenny Tete,140.0,14521,0.0726,21780455.89,6.43e-06,0.2439
Karim Adeyemi,142.0,13458,0.0673,22495838.91,6.31e-06,0.2436
Brice Samba,142.0,15555,0.0778,21203857.28,6.7e-06,0.2432
Kevin Danso,140.0,10137,0.0507,22235769.95,6.3e-06,0.2432
Ayoze Pérez,142.0,13384,0.0669,22392931.86,6.34e-06,0.2428
Harvey Barnes,140.0,11279,0.0564,22523716.64,6.22e-06,0.2428
Nikola Vlaic,141.0,11553,0.0578,22162641.74,6.36e-06,0.2423
Santiago Giménez,141.0,9061,0.0453,22333296.55,6.31e-06,0.2415
Sebastian Szymanski,140.0,11478,0.0574,22424464.19,6.24e-06,0.2411
Umar Sadiq,142.0,9048,0.0452,22404288.24,6.34e-06,0.2402
Jérémie Boga,141.0,7923,0.0396,22721317.68,6.21e-06,0.2397
Philipp Lienhart,140.0,9962,0.0498,22344709.9,6.27e-06,0.2396
Gonçalo Guedes,141.0,13592,0.068,22325117.72,6.32e-06,0.2387
Diego Llorente,140.0,10071,0.0504,22474928.01,6.23e-06,0.2386
Alejandro Catena,140.0,10002,0.05,22168766.25,6.32e-06,0.238
Terem Moffi,141.0,9001,0.045,22432951.89,6.29e-06,0.2375
Daichi Kamada,140.0,4714,0.0236,22532456.51,6.21e-06,0.237
Sávio,141.0,10859,0.0543,22324155.08,6.32e-06,0.2364
Kepa Arrizabalaga,141.0,15429,0.0771,21133061.12,6.67e-06,0.236
Ðorde Petrovic,141.0,15151,0.0758,21041317.4,6.7e-06,0.2358
Enes Ünal,140.0,9033,0.0452,22383150.67,6.25e-06,0.2348
Jacob Ramsey,141.0,7969,0.0398,22528548.12,6.26e-06,0.2345
Borja Mayoral,140.0,8913,0.0446,22381465.28,6.26e-06,0.2345
Beto,140.0,8960,0.0448,22135937.5,6.32e-06,0.2345
Callum Hudson-Odoi,140.0,11411,0.0571,22233634.21,6.3e-06,0.2339
Moise Kean,140.0,13280,0.0664,22512801.2,6.22e-06,0.2338
Cole Palmer,140.0,11370,0.0568,22514160.07,6.22e-06,0.2329
Michele Di Gregorio,140.0,15350,0.0767,21223583.06,6.6e-06,0.2325
Andrea Colpani,140.0,4756,0.0238,22412111.02,6.25e-06,0.2323
Rasmus Højlund,140.0,9009,0.045,22026085.03,6.36e-06,0.232
Noah Okafor,140.0,13216,0.0661,22375000.0,6.26e-06,0.2319
Christoph Baumgartner,140.0,10203,0.051,21902479.66,6.39e-06,0.23
Takumi Minamino,140.0,7839,0.0392,22437045.54,6.24e-06,0.2292
Jesper Karlsson,140.0,13147,0.0657,22408990.64,6.25e-06,0.2291
Giovanni Simeone,140.0,9293,0.0465,22030991.07,6.35e-06,0.2287
Álvaro Fidalgo,140.0,7817,0.0391,22246514.01,6.29e-06,0.2283
Kevin Trapp,140.0,15343,0.0767,20982663.1,6.67e-06,0.2282
Walter Benítez,140.0,15375,0.0769,21208650.41,6.6e-06,0.2275
Duván Zapata,140.0,9161,0.0458,22424080.34,6.24e-06,0.2255
Ludovic Blas,140.0,10706,0.0535,22311227.35,6.27e-06,0.2249
Antony,141.0,10324,0.0516,22508426.97,6.26e-06,0.2248
Justin Kluivert,140.0,11540,0.0577,22301819.76,6.28e-06,0.2248
