Name,Ability,Times Acquired,Acquisition Rate,Avg Price,Ability Per Price
Victor Osimhen,169.0,4466,0.0447,22531795.79,7.5e-06
Mohamed Salah,181.0,6677,0.0668,22526284.26,8.04e-06
Nicolas Jackson,147.0,6793,0.0679,22525835.42,6.53e-06
Harvey Barnes,140.0,5658,0.0566,22525627.43,6.22e-06
Borja Mayoral,140.0,4540,0.0454,22522246.7,6.22e-06
Patrik Schick,145.0,4694,0.0469,22519173.41,6.44e-06
Pablo Sarabia,152.0,5759,0.0576,22518319.15,6.75e-06
Rúben Dias,173.0,5096,0.051,22516875.98,7.68e-06
Mats Hummels,155.0,4956,0.0496,22515738.5,6.88e-06
Lucas Paquetá,150.0,4777,0.0478,22514758.22,6.66e-06
James Maddison,159.0,5580,0.0558,22514336.92,7.06e-06
Joshua Zirkzee,147.0,4450,0.0445,22507191.01,6.53e-06
Yves Bissouma,157.0,2862,0.0286,22505590.5,6.98e-06
Rodri,180.0,5647,0.0565,22499380.2,8e-06
Alessio Romagnoli,148.0,4855,0.0486,22487538.62,6.58e-06
João Pedro,144.0,6798,0.068,22486907.91,6.4e-06
Federico Chiesa,156.0,6742,0.0674,22484870.96,6.94e-06
Robert Andrich,140.0,5806,0.0581,22483293.15,6.23e-06
Fred,150.0,2941,0.0294,22482488.95,6.67e-06
David Neres,149.0,5478,0.0548,22482475.36,6.63e-06
Arthur,144.0,2823,0.0282,22481402.76,6.41e-06
Khvicha Kvaratskhelia,162.0,3227,0.0323,22475674.0,7.21e-06
Guido Rodríguez,155.0,2843,0.0284,22475553.99,6.9e-06
James Tarkowski,140.0,4976,0.0498,22473874.6,6.23e-06
Álvaro Fidalgo,140.0,3858,0.0386,22473302.23,6.23e-06
Phil Foden,169.0,5793,0.0579,22473157.26,7.52e-06
Isco,150.0,5606,0.0561,22472172.67,6.67e-06
Pedri,162.0,5660,0.0566,22470141.34,7.21e-06
Amadou Haïdara,143.0,2913,0.0291,22468932.37,6.36e-06
Moisés Caicedo,156.0,2864,0.0286,22468924.58,6.94e-06
Youssef En-Nesyri,151.0,4506,0.0451,22465379.49,6.72e-06
Cristiano Ronaldo,160.0,4654,0.0465,22464116.89,7.12e-06
Antonio Rüdiger,166.0,5120,0.0512,22464062.5,7.39e-06
Ayoze Pérez,142.0,6647,0.0665,22454189.86,6.32e-06
Martín Zubimendi,150.0,2849,0.0285,22453492.45,6.68e-06
Denis Suárez,145.0,3932,0.0393,22450915.56,6.46e-06
Iago Aspas,153.0,6662,0.0666,22450765.54,6.81e-06
Conor Gallagher,149.0,3834,0.0383,22448356.81,6.64e-06
Marc Guéhi,151.0,5037,0.0504,22446694.46,6.73e-06
Edin Deko,145.0,4454,0.0445,22445891.33,6.46e-06
James Ward-Prowse,150.0,3867,0.0387,22443754.85,6.68e-06
João Félix,153.0,6710,0.0671,22441281.67,6.82e-06
Luka Modric,171.0,2490,0.0249,22440562.25,7.62e-06
Andrew Robertson,157.0,5347,0.0535,22439311.76,7e-06
Samuel Chukwueze,142.0,5477,0.0548,22438926.42,6.33e-06
Presnel Kimpembe,150.0,5045,0.0505,22438850.35,6.68e-06
Arkadiusz Milik,145.0,4512,0.0451,22437056.74,6.46e-06
Breel Embolo,146.0,6460,0.0646,22434829.72,6.51e-06
Raheem Sterling,161.0,5686,0.0569,22433169.19,7.18e-06
Jesper Karlsson,140.0,6656,0.0666,22431941.11,6.24e-06
Cristian Romero,162.0,5038,0.0504,22430329.5,7.22e-06
David Raum,143.0,5302,0.053,22429083.36,6.38e-06
Harvey Elliott,147.0,5461,0.0546,22424830.62,6.56e-06
Mohammed Kudus,150.0,6649,0.0665,22424725.52,6.69e-06
Álex Baena,143.0,5754,0.0575,22423705.25,6.38e-06
Fabián,151.0,3950,0.0395,22423037.97,6.73e-06
Jonas Hofmann,150.0,5252,0.0525,22422124.9,6.69e-06
Nicolò Fagioli,142.0,3856,0.0386,22421421.16,6.33e-06
Nathan Aké,156.0,7516,0.0752,22417908.46,6.96e-06
